Name,Noise_Level,Scale,Noisy_PSNR,Noisy_SSIM,Noisy_MSE,Noisy_Entropy_Diff,Noisy_Noise_Variance,Noisy_Sharpness,Noisy_Spatial_Freq,Noisy_Dynamic_Range
noisy_BSDS300_10_46076.jpg,scale_0.1,0.1,40.2167889632419,0.9512468292351061,6.185879625131961,0.04547531916829328,5.907572314263545,1018.3166939728492,18.61014233194052,252
noisy_BSDS300_11_66039.jpg,scale_0.1,0.1,42.64914219468673,0.9847045540741729,3.53318307523915,0.06630547275836829,3.306223871478189,2335.29184153308,26.168857874545992,249
noisy_BSDS300_12_249087.jpg,scale_0.1,0.1,40.03796537925081,0.9872370677078057,6.445903847773007,0.011524724361999361,6.1697789564857635,1577.7291625261284,25.94668437853437,232
noisy_BSDS300_13_20008.jpg,scale_0.1,0.1,40.477235081918145,0.951599808710893,5.825817190303171,0.05466178966398072,5.620394856592118,982.3396554985555,19.381565815084468,223
noisy_BSDS300_14_42044.jpg,scale_0.1,0.1,44.661110671307554,0.9890252631568195,2.223152699788214,0.16479788075506363,2.022324773487528,1317.3196157973757,22.183578334229235,242
noisy_BSDS300_15_108070.jpg,scale_0.1,0.1,42.37593956288058,0.9927420045436471,3.7625857345483515,0.008266402506623471,3.5473201697522185,3874.8133480396823,35.44961701762087,239
noisy_BSDS300_16_87065.jpg,scale_0.1,0.1,40.08909741907211,0.9928993302275111,6.3704574452238,0.0012913490859238763,6.127004000570385,2692.172987444601,34.00098934753476,233
noisy_BSDS300_17_143090.jpg,scale_0.1,0.1,41.978890778417124,0.9603466715943385,4.1227906555009355,0.005741260341930676,3.918476421034908,445.1936704932245,12.862861651184119,247
noisy_BSDS300_18_117054.jpg,scale_0.1,0.1,39.961977721455604,0.9663513700469671,6.559679017622943,0.011150625624912536,6.336554169144475,3457.565542359063,33.94695164909938,253
noisy_BSDS300_19_189080.jpg,scale_0.1,0.1,40.11239327648826,0.9460950133764754,6.336377355068944,0.044037066503825884,6.128617668038719,429.7442270211513,13.975413218567027,250
noisy_BSDS300_1_26031.jpg,scale_0.1,0.1,41.693058693468636,0.9935806438133209,4.403261636906497,0.1129846076271992,4.012997828559892,10513.24671795326,59.360028469662744,255
noisy_BSDS300_20_42049.jpg,scale_0.1,0.1,39.07144406187107,0.9076681890744438,8.052596809606156,0.1031099926758321,7.820324515254157,917.1415386888622,20.305731228264445,238
noisy_BSDS300_2_97033.jpg,scale_0.1,0.1,40.24176043577231,0.9790281817053301,6.150413533591104,0.05920446630381182,5.759016014863468,2515.978275975127,30.972344851048067,255
noisy_BSDS300_3_15088.jpg,scale_0.1,0.1,39.60449136074881,0.9581072474729134,7.122479776685384,0.02211556047033003,6.8786746847389635,1457.693551033239,24.67866022574365,237
noisy_BSDS300_4_176039.jpg,scale_0.1,0.1,40.6442325653059,0.9675626480759439,5.606051774276073,0.007830913087998326,5.36999982645019,1136.881459280639,21.509780416342995,231
noisy_BSDS300_5_385039.jpg,scale_0.1,0.1,41.24356819833445,0.9841957399593482,4.883413967526117,0.018914189545408355,4.659731976785695,3129.614367487202,33.94589641394027,254
noisy_BSDS300_6_188005.jpg,scale_0.1,0.1,41.61137008851664,0.9730767544803471,4.4868686083639355,0.015126521064946274,4.29180359769546,786.7015064359155,16.80206704054802,243
noisy_BSDS300_7_25098.jpg,scale_0.1,0.1,41.025684715673655,0.983915397085384,5.134662340269817,0.007584889191091904,4.930804543017359,1058.8101689678335,23.01617215062729,252
noisy_BSDS300_8_101087.jpg,scale_0.1,0.1,39.97351910355714,0.957924770332401,6.542269803952047,0.5459461925402156,5.712965982072999,1355.4152903507868,21.39563031049413,255
noisy_BSDS300_9_187003.jpg,scale_0.1,0.1,41.12460149552825,0.9815055596516485,5.019034850810551,0.008335955660395022,4.812683869802223,2138.401411445599,29.101271097665286,244
noisy_Pistachio_Image_Dataset_10_siirt 380.jpg,scale_0.1,0.1,44.32737945843201,0.9785488381128882,2.400725,0.014348626134141451,2.384599527584877,313.8809722222222,11.27842430297468,254
noisy_Pistachio_Image_Dataset_11_kirmizi 993.jpg,scale_0.1,0.1,45.03832971732805,0.9800790276498377,2.038202777777778,0.00665022103673385,2.027139828510801,215.5801111111111,9.57591639143067,255
noisy_Pistachio_Image_Dataset_12_kirmizi 843.jpg,scale_0.1,0.1,46.12698839128249,0.9851963494504014,1.586286111111111,0.012261541958180633,1.5760519786959872,171.8155888888889,8.383214540513443,251
noisy_Pistachio_Image_Dataset_13_kirmizi 868.jpg,scale_0.1,0.1,44.94271223005305,0.9778173444518055,2.083575,0.0017799901002373275,2.0728334049305563,184.83907222222223,8.850746897608152,252
noisy_Pistachio_Image_Dataset_14_kirmizi 567.jpg,scale_0.1,0.1,45.58210837397833,0.9810734669879748,1.7983305555555555,0.011572635471430726,1.7877826949922844,172.3446888888889,8.4317327978537,255
noisy_Pistachio_Image_Dataset_15_kirmizi 1105.jpg,scale_0.1,0.1,45.32823935870945,0.9831793718050347,1.906586111111111,0.0152370952319969,1.8919901153626535,208.6222111111111,9.590573418596815,255
noisy_Pistachio_Image_Dataset_16_siirt 651.jpg,scale_0.1,0.1,44.11900565944378,0.9743970011027197,2.5187194444444443,0.009237108597314858,2.5021707660416688,226.41514444444445,8.815168479702619,255
noisy_Pistachio_Image_Dataset_17_kirmizi 521.jpg,scale_0.1,0.1,45.32632257914065,0.9802224294707278,1.9074277777777777,0.01404162717132218,1.8952678147839495,153.14080555555554,7.8124296324043,255
noisy_Pistachio_Image_Dataset_18_kirmizi 1081.jpg,scale_0.1,0.1,44.53453541717558,0.9809239742614314,2.2889,0.01669695335988708,2.2729973888580246,263.7639222222222,10.77804194143181,255
noisy_Pistachio_Image_Dataset_19_kirmizi 56.jpg,scale_0.1,0.1,44.21136700879576,0.977108015721153,2.4657194444444444,0.018774152908735076,2.4138228077083332,234.15691666666666,10.154390263572228,255
noisy_Pistachio_Image_Dataset_1_siirt 578.jpg,scale_0.1,0.1,44.946280286985825,0.979084296093679,2.081863888888889,0.000295724079169446,2.0695533699922835,192.78172777777777,8.657030621843427,254
noisy_Pistachio_Image_Dataset_20_kirmizi 349.jpg,scale_0.1,0.1,45.563652868223656,0.9805337325189594,1.8059888888888889,0.008481246101859519,1.7979637152777788,148.34361666666666,7.798512336193547,253
noisy_Pistachio_Image_Dataset_2_siirt (7).jpg,scale_0.1,0.1,44.3813405183322,0.9806378410966227,2.3710805555555554,0.01494571013309054,2.354624654621912,283.00332777777777,10.24517340926279,250
noisy_Pistachio_Image_Dataset_3_kirmizi 224.jpg,scale_0.1,0.1,44.551508050117974,0.9750620702743467,2.2799722222222223,0.013003992726096314,2.263796621944444,181.11428333333333,8.287010707506825,248
noisy_Pistachio_Image_Dataset_4_kirmizi 275.jpg,scale_0.1,0.1,44.30723064055652,0.9752967730913444,2.411888888888889,0.0022872788678567346,2.3944135177469126,225.14308333333332,9.194877720438868,255
noisy_Pistachio_Image_Dataset_5_kirmizi 513.jpg,scale_0.1,0.1,44.75924046577593,0.9773443271266681,2.1734833333333334,0.012498566512460396,2.157187392469136,198.2337388888889,8.59563276411168,254
noisy_Pistachio_Image_Dataset_6_kirmizi 55.jpg,scale_0.1,0.1,45.58608821713751,0.9832921701967849,1.7966833333333334,0.012717322472541426,1.7854932197222217,175.84837222222222,8.475496449576152,251
noisy_Pistachio_Image_Dataset_7_kirmizi 424.jpg,scale_0.1,0.1,44.851093041501386,0.9819664727847957,2.127997222222222,0.015045618284045936,2.1115185079552474,245.8765,9.905021688347446,255
noisy_Pistachio_Image_Dataset_8_kirmizi 1029.jpg,scale_0.1,0.1,44.79251469041685,0.9780990352997193,2.1568944444444442,0.011165797225868523,2.1313228809876543,216.3425,9.55908492580797,255
noisy_Pistachio_Image_Dataset_9_kirmizi 141.jpg,scale_0.1,0.1,44.99553518042687,0.9785112641257063,2.058386111111111,0.006471323376545435,2.041183602708333,190.38401666666667,8.821461031805931,255
noisy_Pokemon_10_dustox.png,scale_0.1,0.1,47.20535153262304,0.9993401572602367,1.2375,0.14696591855190855,1.2331293209876544,5773.445,37.418658746793206,254
noisy_Pokemon_11_muk.png,scale_0.1,0.1,46.06142104325173,0.9986624494789013,1.6104166666666666,0.5226363812803201,1.5962490547839505,7028.442916666667,41.92806130659957,254
noisy_Pokemon_12_wobbuffet.png,scale_0.1,0.1,47.87092178916203,0.9967174336254353,1.0616666666666668,0.26292007425062747,1.0590115547839507,3337.222638888889,28.876094811116968,247
noisy_Pokemon_13_aromatisse.png,scale_0.1,0.1,46.64739108533519,0.998070796392104,1.4071527777777777,0.23565963194127204,1.3995329427083332,6015.287916666667,39.466995039893675,255
noisy_Pokemon_14_lotad.png,scale_0.1,0.1,50.26565546999465,0.9996115621549855,0.6116666666666667,0.09846205734700453,0.6093439621913579,2073.5644444444442,24.334981334009907,255
noisy_Pokemon_15_honedge.png,scale_0.1,0.1,48.54005827680541,0.9996953370123671,0.9100694444444445,0.10300219694376067,0.906959833140432,7164.088055555556,42.07446713047862,254
noisy_Pokemon_16_poliwrath.png,scale_0.1,0.1,47.310184198795525,0.9996079697379405,1.2079861111111112,0.22308105133340828,1.1883277343749998,7033.467083333333,42.42002856587218,255
noisy_Pokemon_17_meloetta-aria.png,scale_0.1,0.1,50.61352307369092,0.9998796355652476,0.5645833333333333,0.08866744411033434,0.5622067708333334,5101.950972222222,35.863952783312904,255
noisy_Pokemon_18_gothorita.png,scale_0.1,0.1,49.19056757573785,0.9991989358489572,0.7834722222222222,0.3448771733572311,0.7708783950617285,6947.542777777778,42.64157503620883,255
noisy_Pokemon_19_palkia.png,scale_0.1,0.1,43.42400418443592,0.9984412191386515,2.9558333333333335,0.6299683370035374,2.8427692708333336,12514.301644367282,58.104286616817696,255
noisy_Pokemon_1_nidoqueen.png,scale_0.1,0.1,45.78992128307127,0.9989558247501888,1.7143055555555555,0.22939503866630062,1.6930786844135806,5929.529166666666,39.24238583392166,255
noisy_Pokemon_20_starmie.png,scale_0.1,0.1,47.53748392757782,0.999662574034951,1.146388888888889,0.14706633968132832,1.1377553819444444,5107.238888888889,36.786232353372405,255
noisy_Pokemon_2_donphan.png,scale_0.1,0.1,45.67584829379918,0.9987837149354664,1.7599305555555556,0.4159103115901277,1.731617819251543,6214.960138888889,41.27823539211475,255
noisy_Pokemon_3_arceus.png,scale_0.1,0.1,44.72870422742446,0.9992322419530182,2.1888194444444444,0.365654668913991,2.1390346788194443,10073.323888888888,53.874780897992736,255
noisy_Pokemon_4_stunfisk.png,scale_0.1,0.1,46.02134207499699,0.9984350827595317,1.6253472222222223,0.31836228592684757,1.6002997636959875,5820.7675,38.40157122135639,255
noisy_Pokemon_5_registeel.png,scale_0.1,0.1,45.26118930100648,0.9981418455933647,1.93625,0.5897813451584808,1.9102932098765435,8816.929583333333,46.7655065731359,255
noisy_Pokemon_6_sawsbuck.png,scale_0.1,0.1,49.30050167804935,0.9996034280692233,0.7638888888888888,0.1602873901277344,0.7615393325617286,7722.456666666667,43.94412992223021,255
noisy_Pokemon_7_nidoran-f.png,scale_0.1,0.1,50.52574109582175,0.9998407863812427,0.5761111111111111,0.10593387807901689,0.5741481288580248,2882.6106944444446,27.984849842875544,255
noisy_Pokemon_8_kommo-o.png,scale_0.1,0.1,45.77850102796259,0.9989563060941488,1.7188194444444445,0.0022974291547881442,1.7064274257330245,9494.235277777778,48.73351333660289,250
noisy_Pokemon_9_octillery.png,scale_0.1,0.1,48.96041897449262,0.9988373265849981,0.8261111111111111,0.20002464109491624,0.8119765432098766,4363.945555555556,32.306369969655314,255
noisy_Sports_10_109.jpg,scale_0.1,0.1,40.19600012171054,0.9795662658808215,6.215561224489796,0.04663353744216625,5.938351923105668,10337.545820457846,47.54584927700979,253
noisy_Sports_11_056.jpg,scale_0.1,0.1,40.10021304841995,0.955884064057616,6.35417330994898,0.018621509470256647,6.169113533738155,2328.0350071304492,28.05719155150507,255
noisy_Sports_12_067.jpg,scale_0.1,0.1,40.88859693507785,0.9584645106534319,5.2993263711734695,0.02920476749927392,5.0713970080260085,1666.704430795421,25.959046538987614,250
noisy_Sports_13_132.jpg,scale_0.1,0.1,44.19332433213238,0.9916275198065415,2.4759845344387754,0.11426816616803404,2.282532529104059,3196.865971531088,31.914452070510666,255
noisy_Sports_14_056.jpg,scale_0.1,0.1,40.585730870463436,0.9920944985780795,5.682079081632653,0.008587150390209075,5.458185044192911,7682.583449457845,45.47537035513377,236
noisy_Sports_15_008.jpg,scale_0.1,0.1,39.88513441258487,0.9912898758392996,6.676777742346939,0.002795526430601214,6.472969833685428,5330.877270776001,36.73840091372554,248
noisy_Sports_16_060.jpg,scale_0.1,0.1,38.24723387113767,0.8883903654839227,9.735471141581632,1.0556806969062267,9.530419707943727,1629.0729115206916,26.559647555702842,255
noisy_Sports_17_143.jpg,scale_0.1,0.1,40.55883694654899,0.9735776222980672,5.717374840561225,0.0010710065527845813,5.508661199043016,4062.7973327493723,31.71004929256799,254
noisy_Sports_18_106.jpg,scale_0.1,0.1,41.3977463490119,0.9947921870632881,4.713089923469388,0.004272619770870456,4.490626996480043,6526.934670876483,42.516677447170075,252
noisy_Sports_19_049.jpg,scale_0.1,0.1,42.26397453450811,0.9860955556226703,3.8608498086734695,0.014310600596425083,3.6762869635108903,739.5798012389089,21.7492691711952,254
noisy_Sports_1_015.jpg,scale_0.1,0.1,39.330471406345126,0.9680197460736546,7.586356026785714,0.022420740610666456,7.358388602460539,7683.536733904565,46.62770031579157,255
noisy_Sports_20_1.jpg,scale_0.1,0.1,39.39430491196926,0.9315948476219207,7.475665656887755,0.371188309498244,6.397381096966612,2610.291471656488,28.592180264215088,249
noisy_Sports_2_116.jpg,scale_0.1,0.1,43.44701942703772,0.9888180828833282,2.9402104591836733,0.005920159562749383,2.7336219476193797,1597.4289897071078,24.698477568514914,254
