Name,Noise_Level,Scale,Noisy_PSNR,Noisy_SSIM,Noisy_MSE,Noisy_Entropy_Diff,Noisy_Noise_Variance,Noisy_Sharpness,Noisy_Spatial_Freq,Noisy_Dynamic_Range
noisy_BSDS300_10_46076_bw.jpg,scale_2.0,2.0,27.791548679846105,0.6071826068317401,108.12484375101198,0.34293547891503984,108.05708287406843,3074.169345160526,27.467571463998514,255
noisy_BSDS300_11_66039_bw.jpg,scale_2.0,2.0,30.1317806736457,0.8360040689802597,63.08154092266242,0.22045479205109952,63.08059409738609,3542.3326477497735,30.446061554983764,255
noisy_BSDS300_12_249087_bw.jpg,scale_2.0,2.0,27.511561494268285,0.8268721149456411,115.32519867099306,0.026910161164892976,115.17662629670522,3690.203862757933,32.96852759515598,243
noisy_BSDS300_13_20008_bw.jpg,scale_2.0,2.0,27.905648987122348,0.6045818095439545,105.32111838653894,0.37203285719756973,105.32028698639805,2971.6166398998957,27.752327758720416,228
noisy_BSDS300_14_42044_bw.jpg,scale_2.0,2.0,32.5148149472004,0.8520467480332452,36.44171993704704,0.764602101457486,36.441515805184274,2007.9029859171574,25.073338011681038,252
noisy_BSDS300_15_108070_bw.jpg,scale_2.0,2.0,30.004899003931243,0.8944847038404716,64.95169072739166,0.07929102498891716,64.94495703904472,5072.52952918186,38.593681130995314,243
noisy_BSDS300_16_87065_bw.jpg,scale_2.0,2.0,27.482071289562562,0.8980355510499638,116.11096430722598,0.03630817894038518,116.06973532836706,4858.038708480546,39.80662886564937,237
noisy_BSDS300_17_143090_bw.jpg,scale_2.0,2.0,29.13561446719456,0.6049500000133341,79.34488118600268,0.05147358004368652,79.34447416587665,1953.1006158039788,21.638455221693697,253
noisy_BSDS300_18_117054_bw.jpg,scale_2.0,2.0,27.393888691507506,0.7222261968219895,118.49267167958757,0.050554424801313225,118.42088401444485,5662.172849280684,39.887223267449166,255
noisy_BSDS300_19_189080_bw.jpg,scale_2.0,2.0,27.85549307919856,0.5981458071462634,106.54450424543883,0.24211097580014584,106.22594171089214,2403.8776347414737,24.23580311910958,255
noisy_BSDS300_1_26031_bw.jpg,scale_2.0,2.0,29.384250385672775,0.9200547459454806,74.92992921030304,0.29490979403270146,73.71592346527414,11320.984541149372,60.05968336587021,255
noisy_BSDS300_20_42049_bw.jpg,scale_2.0,2.0,26.423739424500514,0.4499497070189275,148.15162466564337,0.7006208288831903,148.15097184512265,3715.744263061752,31.180635803053978,248
noisy_BSDS300_2_97033_bw.jpg,scale_2.0,2.0,27.82424211536053,0.7876539244718318,107.31394226721329,0.15602079222258514,105.79608686082936,4285.642107033986,35.920184523011855,255
noisy_BSDS300_3_15088_bw.jpg,scale_2.0,2.0,27.000125754543582,0.6586285754729567,129.73817527088556,0.24839194822641453,129.73506710421518,3922.00871637856,33.20123807136314,247
noisy_BSDS300_4_176039_bw.jpg,scale_2.0,2.0,28.102948821322897,0.6681522509008053,100.64344142848816,0.09884651586049742,100.62044549676713,3015.9839799365013,28.880613585296373,242
noisy_BSDS300_5_385039_bw.jpg,scale_2.0,2.0,28.70819505389425,0.8014530601066967,87.55094850421953,0.12233390746951667,87.52687962470658,4711.271732172332,38.11767425982952,255
noisy_BSDS300_6_188005_bw.jpg,scale_2.0,2.0,29.020964365668995,0.7333640834397693,81.46741277582399,0.09214291947446185,81.46650265562975,2330.4075193929543,24.31287295865446,255
noisy_BSDS300_7_25098_bw.jpg,scale_2.0,2.0,28.40176748894075,0.8078898872681893,93.95147699820598,0.04697545900515898,93.92935264906328,2820.00913902923,29.647630504940224,254
noisy_BSDS300_8_101087_bw.jpg,scale_2.0,2.0,27.553794361644385,0.6379635858990033,114.2091566764464,1.0282819823019826,107.64615432074936,3066.8044099509134,28.1808208492323,255
noisy_BSDS300_9_187003_bw.jpg,scale_2.0,2.0,28.772294074788583,0.802993160198119,86.2682430813272,0.05832854056769765,86.22552806168912,3736.3362697753437,34.07821154256022,249
noisy_Pistachio_Image_Dataset_10_siirt 380_bw.jpg,scale_2.0,2.0,31.931499877638856,0.8621512196927517,41.680255555555554,0.0493770146792234,41.66422940219137,1099.7046777777778,16.867875544229808,255
noisy_Pistachio_Image_Dataset_11_kirmizi 993_bw.jpg,scale_2.0,2.0,32.69215241483918,0.8780482479734922,34.98365,0.058075171182475405,34.95499879555557,870.2524444444444,14.917908551406788,255
noisy_Pistachio_Image_Dataset_12_kirmizi 843_bw.jpg,scale_2.0,2.0,33.28689637705318,0.8928889292954608,30.506383333333332,0.0356839239208111,30.506356753580235,751.8388111111111,13.65561112073312,255
noisy_Pistachio_Image_Dataset_13_kirmizi 868_bw.jpg,scale_2.0,2.0,32.78994822052593,0.8731667988943421,34.204680555555555,0.06327108888210287,34.158263049992286,822.3905722222222,14.353194235164695,255
noisy_Pistachio_Image_Dataset_14_kirmizi 567_bw.jpg,scale_2.0,2.0,33.225716319093614,0.8844567304557992,30.939175,0.01836372294615396,30.913961970918226,753.6535,13.678025058638038,255
noisy_Pistachio_Image_Dataset_15_kirmizi 1105_bw.jpg,scale_2.0,2.0,33.13657157175664,0.8929323120243771,31.580805555555557,0.003137080211784493,31.447900751820992,775.7949,14.3086442774051,255
noisy_Pistachio_Image_Dataset_16_siirt 651_bw.jpg,scale_2.0,2.0,31.695820639232423,0.8385187091564872,44.004622222222224,0.034302331067710856,43.976153159228375,1048.9296055555556,15.565347912857673,255
noisy_Pistachio_Image_Dataset_17_kirmizi 521_bw.jpg,scale_2.0,2.0,32.57718139601811,0.8695050091677338,35.92214166666667,0.04702384945354243,35.92114538758488,829.4955166666666,14.012702719566844,255
noisy_Pistachio_Image_Dataset_18_kirmizi 1081_bw.jpg,scale_2.0,2.0,32.11246170882434,0.8677508670595956,39.97920833333333,0.012640256963799779,39.95902144906636,1008.7149111111111,16.274620661785963,255
noisy_Pistachio_Image_Dataset_19_kirmizi 56_bw.jpg,scale_2.0,2.0,32.18939042139267,0.8577025490670609,39.27727222222222,0.06377899424670908,38.62539540432099,877.0406055555555,15.20503369042599,255
noisy_Pistachio_Image_Dataset_1_siirt 578_bw.jpg,scale_2.0,2.0,32.74426174702651,0.8764613872011014,34.566402777777775,0.039011049408764986,34.513498944374994,831.777,14.225442966795733,255
