Name,Noise_Level,Scale,Filter,Denoised_PSNR,Denoised_SSIM,Denoised_MSE,Denoised_Entropy_Diff,Denoised_Noise_Variance,Denoised_Sharpness,Denoised_Spatial_Freq,Denoised_Dynamic_Range,PSNR_Improvement,SSIM_Improvement,MSE_Reduction
denoised_BSDS300_10_46076.jpg,scale_0.1,0.1,bilateral_k5,28.928979501446644,0.8282189736854222,83.21131987487128,0.08693476319279458,81.0817705546697,44.54249608356377,7.238671355642854,222,-11.28780946179526,-0.12302785554968387,-77.02544024973932
denoised_BSDS300_11_66039.jpg,scale_0.1,0.1,bilateral_k5,25.569304708638015,0.7244908017161584,180.3640131864431,0.16170383364525343,176.20716932962563,68.22793209181548,8.227000339627846,231,-17.079837486048717,-0.26021375235801447,-176.83083011120394
denoised_BSDS300_12_249087.jpg,scale_0.1,0.1,bilateral_k5,26.067963420743304,0.8157894018030521,160.79925000485747,0.03235824081800409,158.0003182526596,92.61833252412389,11.938691151934432,228,-13.970001958507503,-0.17144766590475358,-154.35334615708447
denoised_BSDS300_13_20008.jpg,scale_0.1,0.1,bilateral_k5,28.23115489351526,0.8451714082567154,97.71581790273379,0.12003184184260007,96.015315824689,50.15180568481087,7.38310850719083,190,-12.246080188402885,-0.10642840045417756,-91.89000071243062
denoised_BSDS300_14_42044.jpg,scale_0.1,0.1,bilateral_k5,27.001527398940315,0.8742733610781758,129.69631025705792,0.04708359879916646,126.66437541335877,62.444951759210475,8.8167037375591,227,-17.65958327236724,-0.11475190207864372,-127.4731575572697
denoised_BSDS300_15_108070.jpg,scale_0.1,0.1,bilateral_k5,22.685911357415574,0.6938470857624586,350.3395962461383,0.1595423516861505,344.9271725945736,143.51905689471994,11.302210781009272,227,-19.69002820546501,-0.29889491878118857,-346.57701051158995
denoised_BSDS300_16_87065.jpg,scale_0.1,0.1,bilateral_k5,23.571533219677644,0.8053647645633172,285.71105109422865,0.15480857884490806,280.5562770098317,164.30851473212124,15.689698238947988,216,-16.517564199394467,-0.1875345656641939,-279.34059364900486
denoised_BSDS300_17_143090.jpg,scale_0.1,0.1,bilateral_k5,32.22794723810071,0.9152821528729567,38.930110556278784,0.03345182692827109,37.09133514098604,24.98834392040764,5.62467153770616,223,-9.750943540316413,-0.04506451872138184,-34.80731990077785
denoised_BSDS300_18_117054.jpg,scale_0.1,0.1,bilateral_k5,23.25356517798444,0.7605995095327983,307.4141423954508,0.06049350626743788,302.64017735428274,140.27442952411005,12.001923148826672,242,-16.708412543471162,-0.20575186051416883,-300.85446337782787
denoised_BSDS300_19_189080.jpg,scale_0.1,0.1,bilateral_k5,32.48061326341041,0.8953333051428816,36.72983983264357,0.04159134084757454,35.20693731654498,29.366996502259838,7.7611228104447925,243,-7.631780013077851,-0.05076170823359383,-30.393462477574626
denoised_BSDS300_1_26031.jpg,scale_0.1,0.1,bilateral_k5,18.185740300742275,0.6731609291029418,987.4300295982539,0.3394815950613772,970.6264073197766,364.43586384411367,18.71323127510625,251,-23.50731839272636,-0.3204197147103791,-983.0267679613474
denoised_BSDS300_20_42049.jpg,scale_0.1,0.1,bilateral_k5,28.553441365993045,0.9248387902039531,90.72693182038977,0.005440068425748734,88.27682623173537,61.66225606743067,10.338934973790199,201,-10.518002695878025,0.0171706011295093,-82.67433501078361
denoised_BSDS300_2_97033.jpg,scale_0.1,0.1,bilateral_k5,24.29398459240017,0.7695317637244107,241.92564167330522,0.0846081775677261,236.93977013451877,124.97120918387209,13.167709511529198,245,-15.947775843372142,-0.20949641798091945,-235.77522813971413
denoised_BSDS300_3_15088.jpg,scale_0.1,0.1,bilateral_k5,26.329568340200638,0.8021936498717532,151.3991813524524,0.29276630586581565,148.55761358175593,81.36404634684504,9.396119341744939,182,-13.274923020548172,-0.1559135976011602,-144.276701575767
denoised_BSDS300_4_176039.jpg,scale_0.1,0.1,bilateral_k5,27.492923030677478,0.8740414066108965,115.82119934456384,0.03031462549734254,113.87084231447584,62.86967154330309,9.273362110324978,223,-13.151309534628421,-0.09352124146504748,-110.21514757028777
denoised_BSDS300_5_385039.jpg,scale_0.1,0.1,bilateral_k5,23.3932868820448,0.7317028344384015,297.6813815972694,0.171012451144537,293.257473199491,145.07776547335766,13.274786961135897,235,-17.85028131628965,-0.2524929055209467,-292.7979676297433
denoised_BSDS300_6_188005.jpg,scale_0.1,0.1,bilateral_k5,29.694073552591142,0.8242358867766617,69.77068801367867,0.06872038273511993,67.72799964067755,35.346135651039496,6.645473134594035,232,-11.917296535925495,-0.14884086770368543,-65.28381940531473
