SSIM,PSNR,MSE,Noise_Variance,Noise_Std,Entropy,Sharpness,Image_Name,Original_Image
0.1896459903752429,8.015666172201339,10268.659272693452,5579.924445045657,74.6988918595561,7.422415053384738,1573.0889920540922,4.jpg,4.jpg
0.12488193967465845,8.08211731153654,10112.735065901361,6414.574909651361,80.09104138198829,7.698590758505353,1377.3086885041566,5.jpg,5.jpg
0.10752761212994816,5.449431981890582,18541.171144238946,11895.574700848187,109.06683593488988,7.809560557421836,4584.691057489992,2.jpg,2.jpg
0.10873819048814067,7.858486933461364,10647.108199139031,10154.218821307908,100.76814388142667,7.747780692516135,3793.6116420200897,3.jpg,3.jpg
0.1274648074332192,11.333400422659638,4783.439865008503,4300.051172711483,65.5747754301262,7.565711381953324,4230.799899354273,1.jpg,1.jpg
0.10284482016876179,8.332295085961247,9546.646736819728,8808.073821388612,93.85133894297199,7.788835291150866,4179.864015851703,4.jpg,4.jpg
0.10333147017474667,6.041376088637183,16178.667590082909,11946.554360006898,109.30029441866522,7.7082364539362604,3771.9421237244896,5.jpg,5.jpg
0.13507456106286242,6.6033606840970815,14214.915829613095,10873.635311265994,104.2767246861254,7.787150085226192,3671.8455998596673,2.jpg,2.jpg
0.13052850230638807,5.924257488300281,16620.90288849915,14246.45537134439,119.3585161240889,6.555015915506316,4252.038484534041,3.jpg,3.jpg
0.11938516940189481,10.685583366552924,5552.927767591412,5496.587947803577,74.13897725086026,7.505752250215456,4222.018326992494,1.jpg,1.jpg
