image_name,noise_type,noise_level,noise_param_name,noise_param_value,denoise_method,ssim_noisy,psnr_noisy,ssim_denoised,psnr_denoised,ssim_improvement,psnr_improvement,entropy_orig,entropy_noisy,entropy_denoised,noise_var_noisy,noise_std_noisy,noise_var_denoised,noise_std_denoised,pixel_abs_error,pixel_mse,improved_fraction,pixel_corr,max_pixel_error,p99_pixel_error
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,little_noisy,sigma,0.01,frequency_domain,0.8559724545566206,42.22545490154737,0.8709488264426019,42.92307787066078,0.014976371885981221,0.6976229691134037,2.2167244118394507,3.408782111220563,3.3201424686476666,5.0210951986204936e-05,0.007085968669575455,4.127568655716347e-05,0.006424615673887697,0.0046904606274773535,5.101433302386327e-05,0.4256638888888889,0.9998305753555066,0.10888902944008388,0.02115160367137268
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,little_noisy,sigma,0.01,anscombe_naive,0.8559724545566206,42.22545490154737,0.9005171189270967,46.65471376819417,0.044544664370476106,4.429258866646798,2.2167244118394507,3.408782111220563,2.86501881943619,5.0210951986204936e-05,0.007085968669575455,1.302515058977222e-05,0.0036090373494565304,0.004058052615846808,2.16037241441487e-05,0.41799907407407405,0.9999513472491517,0.044443743528468554,0.01447299127072896
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,little_noisy,sigma,0.01,anscombe_exact,0.8559724545566206,42.22545490154737,0.20078901001199942,11.939146051211777,-0.6551834445446212,-30.286308850335594,2.2167244118394507,3.408782111220563,1.4058525993328463,5.0210951986204936e-05,0.007085968669575455,1.3025150589772221e-05,0.003609037349456531,0.2529289202028011,0.0639860638255447,0.0,0.999951347249152,0.2880546884595533,0.26176077938827963
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,little_noisy,sigma,0.01,median_clustering,0.8559724545566206,42.22545490154737,0.9746753792710319,42.334928177171264,0.11870292471441124,0.1094732756238912,2.2167244118394507,3.408782111220563,2.4257929985262656,5.0210951986204936e-05,0.007085968669575455,5.75692688625447e-05,0.0075874415228418535,0.002728839685496813,5.841268671964662e-05,0.45310833333333334,0.9997456086753238,0.4485394672710599,0.031712731583416656
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,little_noisy,sigma,0.01,log_gaussian,0.8559724545566206,42.22545490154737,0.9801067029936613,31.811828170550452,0.12413424843704068,-10.41362673099692,2.2167244118394507,3.408782111220563,2.169894574618634,5.0210951986204936e-05,0.007085968669575455,0.0006558940485301275,0.025610428511255477,0.0038102060086517954,0.0006588964731844275,0.5038481481481482,0.9970916524080797,0.7492957701572556,0.054102749553686505
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,noisy,sigma,0.03,frequency_domain,0.41014463996101985,32.77351731989965,0.4643273409866568,34.614550512103996,0.05418270102563694,1.8410331922043426,2.2167244118394507,4.538543658794747,4.50200464382806,0.0004423683567746039,0.021032554689685318,0.000259606392198925,0.01611230561399966,0.013144556883590893,0.00034557709440781437,0.4393537037037037,0.9989474605599807,0.14636559053384335,0.05512818747320673
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,noisy,sigma,0.03,anscombe_naive,0.41014463996101985,32.77351731989965,0.5627469151542885,38.4309318388508,0.1526022751932687,5.65741451895115,2.2167244118394507,4.538543658794747,2.9142854834224607,0.0004423683567746039,0.021032554689685318,6.86234018640031e-05,0.008283924303372351,0.010908520451190945,0.00014351814622914354,0.4398611111111111,0.999786508764136,0.10836925970507455,0.03072475315205711
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,noisy,sigma,0.03,anscombe_exact,0.41014463996101985,32.77351731989965,0.1932263136248352,11.741157736256904,-0.21691832633618466,-21.03235958364275,2.2167244118394507,4.538543658794747,2.159710859034453,0.0004423683567746039,0.021032554689685318,6.862340186400317e-05,0.008283924303372357,0.25865417496732873,0.06697060562989357,0.0,0.9997865087641359,0.35836925970507455,0.27504566949433074
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,noisy,sigma,0.03,median_clustering,0.41014463996101985,32.77351731989965,0.8725392951195627,39.662592181172535,0.4623946551585429,6.889074861272881,2.2167244118394507,4.538543658794747,3.2936000506491085,0.0004423683567746039,0.021032554689685318,0.00010079207384751574,0.010039525578806786,0.005349443184928208,0.00010807886664937527,0.4833398148148148,0.9995629160143058,0.4467972094695072,0.037803391543870496
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,noisy,sigma,0.03,log_gaussian,0.41014463996101985,32.77351731989965,0.9593686054476196,31.64676090239558,0.5492239654865998,-1.1267564175040725,2.2167244118394507,4.538543658794747,2.2794519380788323,0.0004423683567746039,0.021032554689685318,0.0006826594900554481,0.026127753253110918,0.005171115217513279,0.0006844219192232271,0.5336972222222223,0.9969855193308268,0.7559286275062397,0.054868368069285085
Pistachio_Image_Dataset_15_kirmizi 1105,gaussian,very_noisy,sigma,0.06,frequency_domain,0.15775156864820433,26.816349059210253,0.21035127522475786,28.969681963756216,0.05259970657655352,2.1533329045459624,2.2167244118394507,5.3007342185853865,5.246209890723644,0.0017438449707677486,0.04175936985597063,0.0009289886346646836,0.03047931486540804,0.025629105025559748,0.0012677447001020717,0.44227685185185184,0.9962154425637729,0.21287736352812575,0.1040755822010812
