image_name,noise_type,noise_level,noise_param_name,noise_param_value,denoise_method,ssim_noisy,psnr_noisy,ssim_denoised,psnr_denoised,ssim_improvement,psnr_improvement,entropy_orig,entropy_noisy,entropy_denoised,noise_var_noisy,noise_std_noisy,noise_var_denoised,noise_std_denoised,pixel_abs_error,pixel_mse,improved_fraction,pixel_corr,max_pixel_error,p99_pixel_error
Pokemon_19_palkia,gaussian,little_noisy,sigma,0.01,frequency_domain,0.9197906083497719,41.83255606819428,0.9061337939902092,29.945406757279287,-0.013656814359562675,-11.887149310914992,3.0310129325151856,4.55977686739411,4.973770455457842,6.086654116689066e-05,0.007801701171340175,0.0010071810763334675,0.03173611627678263,0.01654581985340188,0.0010126499002669823,0.27782407407407406,0.9968245142662614,0.2561322255603702,0.1310780926649724
Pokemon_19_palkia,gaussian,little_noisy,sigma,0.01,anscombe_naive,0.9197906083497719,41.83255606819428,0.9378948389933047,43.62727731809251,0.018104230643532837,1.794721249898231,3.0310129325151856,4.55977686739411,4.230220993816672,6.086654116689066e-05,0.007801701171340175,3.896625784409848e-05,0.006242295879249756,0.005059216114209757,4.3378274053012655e-05,0.3585185185185185,0.9998855494090122,0.04536677847814896,0.021684756940622572
Pokemon_19_palkia,gaussian,little_noisy,sigma,0.01,anscombe_exact,0.9197906083497719,41.83255606819428,0.4702233936284188,11.96586464359992,-0.4495672147213531,-29.866691424594357,3.0310129325151856,4.55977686739411,3.141268771483044,6.086654116689066e-05,0.007801701171340175,3.896625784409849e-05,0.0062422958792497565,0.2521004799948855,0.06359361827149576,0.0,0.9998855494090122,0.29536677847814896,0.26885680414693874
Pokemon_19_palkia,gaussian,little_noisy,sigma,0.01,median_clustering,0.9197906083497719,41.83255606819428,0.8584518007823833,20.62827196066828,-0.06133880756738863,-21.204284107526,3.0310129325151856,4.55977686739411,3.981880977744118,6.086654116689066e-05,0.007801701171340175,0.00865239696084256,0.0930182614374326,0.034929545115845034,0.008653121543239616,0.3183564814814815,0.9698112912096813,0.9957230149607857,0.40433043212497016
Pokemon_19_palkia,gaussian,little_noisy,sigma,0.01,log_gaussian,0.9197906083497719,41.83255606819428,0.7636274735693598,16.57868621536746,-0.1561631347804121,-25.25386985282682,3.0310129325151856,4.55977686739411,4.029183001075724,6.086654116689066e-05,0.007801701171340175,0.020240925320999446,0.14227060596271968,0.059670239486347885,0.021985248481508197,0.32219907407407405,0.9283182978634535,0.9903850219806908,0.6936087259173039
Pokemon_19_palkia,gaussian,noisy,sigma,0.03,frequency_domain,0.6848726295398716,32.36283981753276,0.6893928841281611,28.10425663240008,0.0045202545882895295,-4.258583185132679,3.0310129325151856,5.632850351144535,5.870775029981923,0.000540386289302414,0.023246210213762025,0.0015059246711628738,0.038806245259788714,0.024489272587177733,0.001547299327426437,0.33152777777777775,0.9954975813373422,0.31558609647730296,0.14708572376275933
Pokemon_19_palkia,gaussian,noisy,sigma,0.03,anscombe_naive,0.6848726295398716,32.36283981753276,0.7402510592370474,34.4314102600777,0.05537842969717577,2.0685704425449387,3.0310129325151856,5.632850351144535,4.6743284258615345,0.000540386289302414,0.023246210213762025,0.0003237763059624254,0.017993785203853727,0.014778252838056784,0.00036046157335290364,0.3838888888888889,0.9990423535383962,0.13693885267836958,0.06290575336299185
Pokemon_19_palkia,gaussian,noisy,sigma,0.03,anscombe_exact,0.6848726295398716,32.36283981753276,0.4652584201460554,11.81187876100192,-0.2196142093938162,-20.550961056530838,3.0310129325151856,5.632850351144535,3.937858182120234,0.000540386289302414,0.023246210213762025,0.0003237763059624254,0.017993785203853727,0.25605683641767535,0.06588887978219057,2.3148148148148147e-05,0.9990423535383962,0.3869388526783696,0.3041371889791714
Pokemon_19_palkia,gaussian,noisy,sigma,0.03,median_clustering,0.6848726295398716,32.36283981753276,0.8013040686327799,20.59880279485455,0.11643143909290832,-11.76403702267821,3.0310129325151856,5.632850351144535,4.901345452569378,0.000540386289302414,0.023246210213762025,0.008711982443364175,0.09333800106796897,0.03849033454992037,0.008712037186866823,0.3307407407407407,0.9695977940902563,0.9826680727288768,0.40817796311909627
Pokemon_19_palkia,gaussian,noisy,sigma,0.03,log_gaussian,0.6848726295398716,32.36283981753276,0.7621406272528658,16.926178402654127,0.0772679977129942,-15.436661414878632,3.0310129325151856,5.632850351144535,4.317380885812522,0.000540386289302414,0.023246210213762025,0.018764729664191154,0.13698441394622657,0.05892780252219478,0.02029467774962593,0.3506712962962963,0.9341435264296026,0.9858348363234023,0.6706427141890111
Pokemon_19_palkia,gaussian,very_noisy,sigma,0.06,frequency_domain,0.5525760562824584,26.395106502300926,0.5581960566931693,25.374283209358083,0.005620000410710868,-1.0208232929428434,3.0310129325151856,6.23867773673307,6.3948652711924225,0.0021444596751859306,0.046308311081121614,0.002750326045680271,0.05244355103995411,0.03718202425932358,0.0029011599873529116,0.36800925925925926,0.992007940522825,0.3468884848823708,0.1808969625470719
Pokemon_19_palkia,gaussian,very_noisy,sigma,0.06,anscombe_naive,0.5525760562824584,26.395106502300926,0.5993515798148815,28.478729199171173,0.04677552353242309,2.083622696870247,3.0310129325151856,6.23867773673307,5.060750442582558,0.0021444596751859306,0.046308311081121614,0.0012791431456954108,0.03576511073232419,0.029494071299466577,0.001419472816705637,0.40041666666666664,0.9962390149981819,0.28192575976683887,0.12494769986607503
