image_name,noise_type,noise_level,noise_param_name,noise_param_value,denoise_method,ssim_noisy,psnr_noisy,ssim_denoised,psnr_denoised,ssim_improvement,psnr_improvement,entropy_orig,entropy_noisy,entropy_denoised,noise_var_noisy,noise_std_noisy,noise_var_denoised,noise_std_denoised,pixel_abs_error,pixel_mse,improved_fraction,pixel_corr,max_pixel_error,p99_pixel_error
Pokemon_8_kommo-o,gaussian,little_noisy,sigma,0.01,frequency_domain,0.8924644483546955,42.022849779312494,0.882106589148116,31.124804446430762,-0.0103578592065795,-10.898045332881733,2.6036731052486406,3.80883810581236,4.030678670992792,5.332087559550289e-05,0.007302114460586255,0.0007614907065101962,0.027595121063517664,0.012441435277771733,0.0007718262684980405,0.31444444444444447,0.9942450311200919,0.23625665813670926,0.14112129051334635
Pokemon_8_kommo-o,gaussian,little_noisy,sigma,0.01,anscombe_naive,0.8924644483546955,42.022849779312494,0.9179510598260019,44.275819864870336,0.025486611471306375,2.252970085557841,2.6036731052486406,3.80883810581236,3.4045913257438496,5.332087559550289e-05,0.007302114460586255,2.864153265783807e-05,0.005351778457469822,0.0048893924944249925,3.7360958838383564e-05,0.3513425925925926,0.9997765007946485,0.0378898473342153,0.02050881648315351
Pokemon_8_kommo-o,gaussian,little_noisy,sigma,0.01,anscombe_exact,0.8924644483546955,42.022849779312494,0.3150035688202661,11.937264274281008,-0.5774608795344294,-30.08558550503149,2.6036731052486406,3.80883810581236,2.8467111897260384,5.332087559550289e-05,0.007302114460586255,2.864153265783808e-05,0.005351778457469823,0.2529528674505547,0.06401379468411574,0.0,0.9997765007946491,0.2878898473342153,0.26798290982435086
Pokemon_8_kommo-o,gaussian,little_noisy,sigma,0.01,median_clustering,0.8924644483546955,42.022849779312494,0.8399647922752492,21.609932451768394,-0.05249965607944629,-20.4129173275441,2.6036731052486406,3.80883810581236,3.02967934369346,5.332087559550289e-05,0.007302114460586255,0.0068714007256236035,0.08289391247627055,0.02528814592709998,0.006902505396065633,0.33439814814814817,0.9410119335282282,0.9703664168349079,0.4362990234078593
Pokemon_8_kommo-o,gaussian,little_noisy,sigma,0.01,log_gaussian,0.8924644483546955,42.022849779312494,0.7457956452419466,17.369803748892988,-0.14666880311274888,-24.653046030419507,2.6036731052486406,3.80883810581236,2.864350857510128,5.332087559550289e-05,0.007302114460586255,0.01739941834793572,0.1319068548178438,0.038660509196401426,0.018323972237591264,0.37655092592592593,0.8423020813839605,0.9640433056003525,0.7795423381178653
Pokemon_8_kommo-o,gaussian,noisy,sigma,0.03,frequency_domain,0.5738912786898032,32.44099452672814,0.5859802853834616,29.09522296379064,0.012089006693658422,-3.3457715629375,2.6036731052486406,4.929440775947405,5.17217513945107,0.0004886755150008528,0.022106006310522324,0.0011485748922830897,0.03389063133497353,0.020521841963240053,0.0012316227534508008,0.3670601851851852,0.9914621654828074,0.26596866383823026,0.15204757852600279
Pokemon_8_kommo-o,gaussian,noisy,sigma,0.03,anscombe_naive,0.5738912786898032,32.44099452672814,0.647061947226498,35.04759385273536,0.07317066853669485,2.6065993260072204,2.6036731052486406,4.929440775947405,3.663034254283878,0.0004886755150008528,0.022106006310522324,0.00023956031860665922,0.015477736223578021,0.014119768009337869,0.0003127811807136942,0.39814814814814814,0.9981342083253725,0.11682397503392938,0.06043339302536116
Pokemon_8_kommo-o,gaussian,noisy,sigma,0.03,anscombe_exact,0.5738912786898032,32.44099452672814,0.3075176974358856,11.73334177011277,-0.2663735812539176,-20.70765275661537,2.6036731052486406,4.929440775947405,3.7128739665138073,0.0004886755150008528,0.022106006310522324,0.00023956031860665922,0.015477736223578021,0.2585569189611118,0.0670912406612696,0.0,0.9981342083253729,0.36156547340783574,0.3019278353805379
Pokemon_8_kommo-o,gaussian,noisy,sigma,0.03,median_clustering,0.5738912786898032,32.44099452672814,0.7596562425037824,21.562867063124138,0.18576496381397922,-10.878127463604002,2.6036731052486406,4.929440775947405,4.018549545639944,0.0004886755150008528,0.022106006310522324,0.006965317617038792,0.08345847840117139,0.028089403625039915,0.006977716071245183,0.37199074074074073,0.9403668948131098,0.9607843137254902,0.44022998353668447
Pokemon_8_kommo-o,gaussian,noisy,sigma,0.03,log_gaussian,0.5738912786898032,32.44099452672814,0.7460837251766179,17.814463614077265,0.17219244648681475,-14.626530912650875,2.6036731052486406,4.929440775947405,3.1976989852844735,0.0004886755150008528,0.022106006310522324,0.0158089421583805,0.12573361586457496,0.03752735279804874,0.01654069061963465,0.41858796296296297,0.8586208971992406,0.9551380991339172,0.7530230987601658
Pokemon_8_kommo-o,gaussian,very_noisy,sigma,0.06,frequency_domain,0.40042016214966775,26.509481742686468,0.41328896226680484,26.18572513230367,0.012868800117137091,-0.323756610382798,2.6036731052486406,5.636075585474279,5.810896168652576,0.0019072454605672815,0.04367202148478224,0.002077495769180303,0.045579554288960565,0.03296164516157221,0.0024067306387801518,0.3952777777777778,0.9840776256944452,0.34204177648973955,0.17612224857112088
Pokemon_8_kommo-o,gaussian,very_noisy,sigma,0.06,anscombe_naive,0.40042016214966775,26.509481742686468,0.4581842969486565,29.60622913589561,0.05776413479898873,3.0967473932091423,2.6036731052486406,5.636075585474279,4.0490093760152,0.0019072454605672815,0.04367202148478224,0.0008183247808524964,0.02860637657677911,0.02690605143296606,0.0010949066321326432,0.4055787037037037,0.9937483606426676,0.21512667997517443,0.10980426244841195
