Name,PSNR,SSIM,MSE,Entropy_Diff,Noise_Variance,Sharpness,Spatial_Freq,Dynamic_Range,Majory
noisy_BSDS300_10_46076.jpg,5.893838973311054,0.1018645818676864,110.15820061614454,2.7853029037239407,4704.979233978998,336.2434616406146,8.180501614927602,52,False
noisy_BSDS300_11_66039.jpg,10.116974609583128,0.1871081498708135,94.59731694311134,2.345275990646579,7199.443812152879,293.4636232119915,7.893249160823352,57,False
noisy_BSDS300_12_249087.jpg,5.917913463897966,0.050908337208601,108.6443157751569,2.759344622698009,3393.7326912858166,357.6970774512453,8.297977623583778,54,False
noisy_BSDS300_13_20008.jpg,7.036241767089186,0.097482828348223,112.914458671468,2.250099893349383,2487.8248312268943,369.00797097409026,8.329321587429575,56,False
noisy_BSDS300_14_42044.jpg,14.166886504949357,0.3683873033024046,80.71461324732353,1.2802292061552674,8211.320143550212,261.33545412731,7.602488537317996,55,False
noisy_BSDS300_15_108070.jpg,11.152741617014795,0.1031654374624132,112.52897541682589,2.1853862469781253,2251.5186650167093,322.0426653521556,8.097007660855471,55,False
noisy_BSDS300_16_87065.jpg,6.0316999914033,0.0232753367376054,105.67965665161928,2.762102158295111,2951.126620132062,367.55354337128136,8.343665327657694,57,False
noisy_BSDS300_17_143090.jpg,7.832277974412422,0.1394360874883236,106.7384861497011,2.828527627258614,3225.6241522898326,336.8787576337661,8.159593460991465,54,False
noisy_BSDS300_18_117054.jpg,5.350968456596766,0.0656255536896384,103.99291455366222,2.956947008211019,3990.246140711736,355.3799757851482,8.284771981508994,52,False
noisy_BSDS300_19_189080.jpg,5.453244022325869,0.1209456601834523,111.91841374084365,2.9243827930556963,5709.95744492474,316.7128779726429,8.09077624783651,53,False
noisy_BSDS300_1_26031.jpg,6.690794330047383,0.1134110402078815,103.40355524467674,2.568983126465752,7590.196597585761,304.04781781420076,7.960101788767215,56,False
noisy_BSDS300_20_42049.jpg,4.109208235776046,0.0770318287139302,112.5209832406094,2.059277514416488,2893.858879283932,347.5793565772645,8.22149013780238,50,False
noisy_BSDS300_2_97033.jpg,4.772804112145695,0.0679307936012887,107.39181309274768,2.915618052544988,6101.840006051247,317.22502922574614,8.070708004066937,58,False
noisy_BSDS300_3_15088.jpg,5.759446986268243,0.0687016676389961,96.24236241993252,2.1967229493614946,1904.381327885303,373.86028985878664,8.368528867527191,53,False
noisy_BSDS300_4_176039.jpg,6.454321126795817,0.1443763405122293,103.75338242627964,2.9216356769910643,4145.149669445371,335.56307766662854,8.172927852147104,58,False
noisy_BSDS300_5_385039.jpg,7.465156738089908,0.1171213558076005,109.1713762648342,2.7733785208438135,4405.3157250513,329.8891868856603,8.141482679996948,51,False
noisy_BSDS300_6_188005.jpg,8.707501623617521,0.120315259298423,101.47189892984284,2.698045090873465,3253.079846408055,343.3838513783358,8.191003009457395,63,False
noisy_BSDS300_7_25098.jpg,7.281741112926712,0.1297820670740606,98.92312657733218,2.9398812553239875,6697.118595237942,317.5632600359967,8.050662252596771,53,False
noisy_BSDS300_8_101087.jpg,4.226047137615584,0.07683475578726,102.7127307033849,1.7015002184354318,6378.38974691375,331.2034689796025,8.112429765781604,54,False
noisy_BSDS300_9_187003.jpg,7.85959518287958,0.113695908852217,108.82678868660176,2.85031451782862,4114.894933264034,335.6442776313943,8.16793846677813,54,False
noisy_Pistachio_Image_Dataset_10_siirt 380.jpg,14.91662204740389,0.0420215059875946,106.24693703703704,4.671101511340915,5721.740261922193,7106.334634515976,13.709389230320973,255,True
noisy_Pistachio_Image_Dataset_11_kirmizi 993.jpg,14.954870482092025,0.0344673174608617,106.6589037037037,4.935188309833091,5215.342747555432,6785.033528399347,13.67640885065926,255,True
noisy_Pistachio_Image_Dataset_12_kirmizi 843.jpg,15.22590328297288,0.0318840383820446,106.4229398148148,5.071207898854299,4606.746828952153,5464.3330966669855,13.680733550241968,255,True
noisy_Pistachio_Image_Dataset_13_kirmizi 868.jpg,14.93557385206554,0.0316067380069272,106.2968712962963,4.962429500993627,5303.643478472695,6712.776223180437,13.67244458417823,255,True
noisy_Pistachio_Image_Dataset_14_kirmizi 567.jpg,14.984746669593196,0.0264834165599444,106.5495925925926,5.124305498596869,4760.949679522052,6333.040288522577,13.661610912330817,255,True
noisy_Pistachio_Image_Dataset_15_kirmizi 1105.jpg,14.80068038216734,0.0322442024546886,106.72252222222222,5.03006136288373,5063.105516675431,7195.350629730849,13.668685780233366,255,True
noisy_Pistachio_Image_Dataset_16_siirt 651.jpg,14.885022118444937,0.033047173758256,106.30098518518518,4.635218913602749,6025.8151050577435,7397.911766841021,13.704667146328598,255,True
noisy_Pistachio_Image_Dataset_17_kirmizi 521.jpg,15.135276694633134,0.0287336356062254,106.37738703703704,4.97863802636186,5070.012034048394,5967.610220215727,13.697228046182875,255,True
noisy_Pistachio_Image_Dataset_18_kirmizi 1081.jpg,14.947251925969134,0.0408617118835241,106.33399166666666,4.69722832414827,5637.744561735118,7012.8263796331885,13.70905694180673,255,True
noisy_Pistachio_Image_Dataset_19_kirmizi 56.jpg,14.517076347474804,0.0381259249226519,106.85446666666668,4.780192361186041,6070.232360060355,8769.670567328692,13.699048836389736,255,True
noisy_Pistachio_Image_Dataset_1_siirt 578.jpg,14.899676716545208,0.0324261458046006,106.56581388888888,4.971926375427395,5308.656662299188,7012.294309061931,13.672870563432888,255,True
noisy_Pistachio_Image_Dataset_20_kirmizi 349.jpg,15.01526110465363,0.0255565169550626,106.51340185185184,5.094108304042927,4793.938782323951,6309.884502347796,13.668506295397776,255,True
noisy_Pistachio_Image_Dataset_2_siirt (7).jpg,15.041028361179222,0.0443409499332583,106.17992037037035,4.506097085047429,5875.40536785103,6836.0115834908,13.73357226499497,255,True
noisy_Pistachio_Image_Dataset_3_kirmizi 224.jpg,15.04061408306993,0.0304202113147228,106.30573148148147,4.686458885151483,5695.3120888073745,6714.227087495591,13.709163285242562,255,True
noisy_Pistachio_Image_Dataset_4_kirmizi 275.jpg,15.08388577913734,0.0354690507714932,106.282475,4.700227172142472,5902.600683914914,6674.020944476494,13.729950317349648,255,True
noisy_Pistachio_Image_Dataset_5_kirmizi 513.jpg,14.926411848470238,0.0316203778879674,106.43670555555556,4.798580862275635,5450.052395897115,6961.723844602733,13.691701512737248,255,True
noisy_Pistachio_Image_Dataset_6_kirmizi 55.jpg,15.21552695132968,0.0285336372350869,106.28246388888888,5.009825134073919,4883.064500910472,5752.5776672386155,13.693662700033457,255,True
noisy_Pistachio_Image_Dataset_7_kirmizi 424.jpg,15.067508635881236,0.0356875628620647,106.31912037037036,4.86935881106581,5393.430051662466,6422.299083629812,13.701792399861858,255,True
noisy_Pistachio_Image_Dataset_8_kirmizi 1029.jpg,14.718809289582625,0.0334134677019282,106.71072962962964,4.88449147151846,5504.866228878431,7606.319096888944,13.677848963039676,255,True
noisy_Pistachio_Image_Dataset_9_kirmizi 141.jpg,14.78283131107738,0.0270363083888028,106.70478796296295,4.991382342704256,5242.138954012322,7254.853861970103,13.67312224339866,255,True
noisy_Pokemon_10_dustox.png,11.677966737276131,0.0983295710671342,57.695,3.6768121997930945,9227.460732501717,71965.5378852543,12.554321441338322,255,False
noisy_Pokemon_11_muk.png,11.367595112841526,0.1283489928235259,62.15587962962963,3.61015773714732,8977.645437620027,79784.01688951098,12.668393606463924,255,False
noisy_Pokemon_12_wobbuffet.png,11.623410227617493,0.0662792184026522,54.825949074074074,3.88731751961048,9380.607665560165,69211.80143012154,12.44616957341376,255,False
noisy_Pokemon_13_aromatisse.png,11.595625341613612,0.1197487531523912,57.5705787037037,3.6567538933168446,9222.73816467282,72948.66488416762,12.491259831959267,255,False
noisy_Pokemon_14_lotad.png,11.768937212371908,0.0521957512131629,52.277453703703706,4.00768796371038,9359.076342592594,65110.6629582851,12.303379047344364,255,False
noisy_Pokemon_15_honedge.png,11.746069210991015,0.1138245674924252,54.87268518518518,3.7840165649012167,9297.985012268518,70177.14763600501,12.432242935896577,255,False
noisy_Pokemon_16_poliwrath.png,11.569921033396572,0.1120926496721041,56.13627314814815,3.704520755859901,9209.817042180532,73156.23878684735,12.436279762888026,255,False
noisy_Pokemon_17_meloetta-aria.png,11.866458775589946,0.0775303292937677,51.669375,3.985724587774954,9389.773419148123,65481.171507791594,12.280302952262574,255,False
noisy_Pokemon_18_gothorita.png,11.81144263783423,0.1172526792369962,54.205787037037034,3.690181884735961,9204.605996219136,68631.87319253793,12.3650478028078,255,False
noisy_Pokemon_19_palkia.png,11.24740208852684,0.2518638826797372,63.430787037037035,3.2945745186949185,8795.982882295955,84170.95161079925,12.716977154907346,255,False
noisy_Pokemon_1_nidoqueen.png,11.532799564185748,0.1228289592563631,58.986111111111114,3.633477316072563,9180.31618140432,74748.38123771058,12.532105229130792,255,False
noisy_Pokemon_20_starmie.png,11.741670696200163,0.1049482863742776,55.33967592592592,3.804476392921613,9328.93235977152,68642.74005396572,12.461922192497672,255,False
noisy_Pokemon_2_donphan.png,11.367110693295531,0.1277532574416309,60.83046296296296,3.5917414060896116,9109.665296905006,77202.58266460423,12.607012558108368,255,False
noisy_Pokemon_3_arceus.png,11.5779772563761,0.2342840123992088,58.55585648148149,3.5206621190730436,9134.318572183109,75294.21143933096,12.599229724385571,255,False
noisy_Pokemon_4_stunfisk.png,11.526541098549416,0.1134349597586078,58.40439814814815,3.573245891387719,9087.21614245542,73575.00580085359,12.580954353697384,255,False
noisy_Pokemon_5_registeel.png,11.402840398604642,0.1674849350966444,59.517546296296295,3.4736196082086543,9092.075203084276,78323.47079906122,12.54482034891469,255,False
noisy_Pokemon_6_sawsbuck.png,11.759446590903428,0.117637866807666,54.35986111111111,3.721413298906395,9248.456341555211,68437.26229467914,12.401363898375743,255,False
noisy_Pokemon_7_nidoran-f.png,11.886844935016496,0.0574977128835687,51.14451388888889,4.083521033006415,9447.667354161842,63475.77472618795,12.27251834831976,255,False
noisy_Pokemon_8_kommo-o.png,11.353074663376866,0.1372458146061346,61.84282407407407,2.6930728992231954,8920.559140732166,80531.72838859794,12.685664730691864,255,False
noisy_Pokemon_9_octillery.png,11.726760544564613,0.080909685817822,53.91136574074074,3.7806085537928817,9201.590882072507,68173.3452966178,12.402016089517,255,False
noisy_Sports_10_109.jpg,5.607862521758655,0.0445442973685066,105.64989237882654,2.462901038456229,4088.5728915092873,478.8231284391643,10.508184093390732,68,False
noisy_Sports_11_056.jpg,5.383559666219321,0.0896391392856358,105.21781329719389,2.3726269177538386,5104.810818209046,422.4004830874521,10.1740009985553,68,False
noisy_Sports_12_067.jpg,8.71043895248474,0.1181951005713026,109.06226084183672,2.3818271297949254,3870.914984738414,396.5513731798794,10.083395500225278,65,False
noisy_Sports_13_132.jpg,10.138439591674564,0.2980853411893912,72.59312553146259,1.3959271302996834,11261.35428567784,308.9867657064713,9.278467349020035,70,False
noisy_Sports_14_056.jpg,7.328413256037608,0.0394717775681201,107.64437181122447,2.276133922921767,2417.068300494779,486.920671500217,10.611588489560468,73,False
noisy_Sports_15_008.jpg,7.2174882023906175,0.0427764076382312,106.10150935374148,2.347310202491194,2512.422257530866,484.5907977921224,10.600434103420644,70,False
noisy_Sports_16_060.jpg,1.8641947075063323,0.0620687274615918,115.63839285714286,0.1416864912663031,4050.9402527479674,361.4741842551114,9.758094509750698,67,False
noisy_Sports_17_143.jpg,6.657903176257129,0.0875943213202791,98.84559018920068,2.3867224075375795,3552.5832906995593,453.4094941029197,10.38785796130832,78,False
