SSIM,PSNR,MSE,Noise_Variance,Noise_Std,Entropy,Sharpness,Image_Name,Original_Image
0.18554915597619684,9.12631310648127,7951.499760841837,7431.782260001872,86.20778537929084,7.469878516401022,624.8734269843208,4.jpg,4.jpg
0.018260713180766965,6.3147981153293955,15191.496200042517,9959.408154382174,99.79683439058662,7.880209915367886,19217.852170178812,5.jpg,5.jpg
0.098175257297832,6.379870083732849,14965.573096035288,8430.120046115351,91.81568518567703,7.66490383332054,2795.7240887013936,2.jpg,2.jpg
0.16107599239200704,7.190908518535071,12416.223141209608,9699.424283848615,98.4856552186592,7.680897397007055,1109.6904468588011,3.jpg,3.jpg
0.05949682941761617,9.523160669367206,7257.119824883078,5035.777497308777,70.9632122814968,7.842362856447118,7328.556916756016,1.jpg,1.jpg
0.16056399325650872,6.991484744841023,12999.656788105867,9551.197979288456,97.73023063151165,7.432522469076848,5007.510165008393,4.jpg,4.jpg
0.2304682321311903,9.728236723282073,6922.399965454932,6920.205423022073,83.18777207632185,7.061920065402298,4630.9326443098225,5.jpg,5.jpg
0.27218729357652915,5.560941015261074,18071.169496704933,14594.578362348879,120.80802275655735,7.569559757536595,2836.851825858295,2.jpg,2.jpg
0.16262697291541087,5.432044746133924,18615.55060852466,18615.359643798016,136.43811653565882,7.684844969566755,506.2716171692829,3.jpg,3.jpg
0.12186202690487755,8.345916952428107,9516.750106292517,6264.551854682228,79.14892200581274,7.8062142970532,515.840520905634,1.jpg,1.jpg
