SSIM,PSNR,MSE,Noise_Variance,Noise_Std,Entropy,Sharpness,Image_Name,Original_Image
0.1418033195778308,7.677678438319507,11099.732614530187,5749.375946855163,75.82463944428066,6.0609583847864466,2192.048995836632,4.jpg,4.jpg
0.16040604945736645,7.801272114213788,10788.303345556973,8787.011842536036,93.73906252217395,7.610412488961003,3128.6024688949497,5.jpg,5.jpg
0.2754741917928778,8.319397106487077,9575.041175063776,8743.432565553596,93.50632366612216,7.4205838952885,3772.334116667224,2.jpg,2.jpg
0.23314464754414718,6.938704106797192,13158.60802641369,12942.170347613814,113.76366004842589,7.507964907894706,6062.979036641787,3.jpg,3.jpg
0.20288855194651703,10.089541315363563,6369.806348320578,4973.599934133034,70.52375439618224,7.674473559119804,3849.1720239892697,1.jpg,1.jpg
0.18379901326585038,7.9582935368752,10405.213774181548,10321.954574772395,101.5970205014517,7.87755728558658,9570.119576209092,4.jpg,4.jpg
0.22210084790146836,10.21015982216138,6195.329061702806,5769.844437369955,75.95949208209566,7.122177105377473,3533.7093771760137,5.jpg,5.jpg
0.35811731309109224,7.15315600787759,12524.625823767006,8365.407567826527,91.46260201758163,7.404897913131948,1150.3982037878295,2.jpg,2.jpg
0.167047136854947,7.03424262607938,12872.298383025085,11956.493388851557,109.34575158117282,7.36577906842412,7758.94963034805,3.jpg,3.jpg
0.2604479913016509,9.562137487179193,7192.280426232993,6611.117761639565,81.30878034775559,7.1866415297900845,2127.8556428688457,1.jpg,1.jpg
