SSIM,PSNR,MSE,Noise_Variance,Noise_Std,Entropy,Sharpness,Image_Name,Original_Image
0.18293492156740088,7.780627615138677,10839.708399766156,8058.386294823958,89.76851505301822,6.994416613155333,3176.3265859023177,4.jpg,4.jpg
0.21112471873298977,7.688237693553967,11072.777968218537,8422.022177352386,91.77157608623918,7.646670316400419,5149.942211526079,5.jpg,5.jpg
0.25381827459022493,7.74463963871759,10929.905246864371,8269.275372071712,90.93555614869088,7.339381522503761,2108.2963822304037,2.jpg,2.jpg
0.21106185045922937,8.194620792384562,9854.129869525936,9114.30381929011,95.46886308786813,7.660286391653022,1478.2816730961604,3.jpg,3.jpg
0.218130696190919,8.45864423995164,9272.907698235544,2843.9272609675213,53.328484517821444,6.738996149223818,1191.4591124696267,1.jpg,1.jpg
0.21073595996669534,8.68777968420083,8796.34779575893,8120.551941696081,90.1141051206529,7.546309605646899,5156.216537300421,4.jpg,4.jpg
0.12377672722486362,8.313898111548344,9587.17267883716,7941.547447609864,89.11536033484836,7.7122498036580405,3737.5547357215232,5.jpg,5.jpg
0.07506834947356933,3.3434387039297353,30111.784279336734,10151.426466324188,100.75428758283286,6.964404891920277,1836.942396977801,2.jpg,2.jpg
0.17575007378006133,8.337778830710842,9534.599994685374,9501.4823125064,97.47554725420319,7.868343784013875,1378.6037081552017,3.jpg,3.jpg
0.07253222912830476,7.276732554137922,12173.265817655187,7953.286314589691,89.18119933365827,7.676601242199775,1378.2935965620245,1.jpg,1.jpg
