SSIM,PSNR,MSE,Noise_Variance,Noise_Std,Entropy,Sharpness,Image_Name,Original_Image
0.31557926409653847,9.92057671143687,6622.511021205357,6358.272095993318,79.73877410641148,7.096980614490797,1784.4905387357292,4.jpg,4.jpg
0.12924888994766498,4.711961295816028,21972.740732621172,7516.434203478709,86.6973713758307,6.9009603816776135,1795.8777294353563,5.jpg,5.jpg
0.20500889004255343,4.808072660313948,21491.81506430697,9704.611006603518,98.51198407606822,7.183866927831882,5133.69012075541,2.jpg,2.jpg
0.3385029716562666,9.305197457819347,7630.633855495323,7412.023384299678,86.09310880842716,6.215141314626005,1014.3140611561175,3.jpg,3.jpg
0.20281421764934413,8.59073297531642,8995.122110172193,6464.06389761013,80.39940234610037,7.549221761414309,3999.0301880933803,1.jpg,1.jpg
0.24949437923723747,8.418232483797155,9359.596201371174,9359.575121544342,96.7448971343933,7.5567205508909625,394.8336374695129,4.jpg,4.jpg
0.16020854886453512,6.56718870945581,14333.804933301446,10073.933436893505,100.3689864295416,7.600687563458706,3435.2578736682176,5.jpg,5.jpg
0.05460031042909803,2.5261472965043525,36346.75396603954,11670.780989974204,108.0313889106967,5.750083123109039,7591.265276024312,2.jpg,2.jpg
0.2145577407604338,7.796734698909525,10799.58062287415,8330.731646271613,91.27284177821798,6.753021748767616,2361.666923964237,3.jpg,3.jpg
0.29831987157378603,11.932023438790406,4167.523111979167,4166.940840219424,64.55184614106264,7.444390407988376,1188.630900923583,1.jpg,1.jpg
